"ID_CARGO";"ID_ENTIDAD";"ORDEN";"CARGO";"FECHA_INI";"FECHA_FIN";"NOMBRE";"EDIFICIO";"DIRECCION";"CP";"LOCALIDAD";"PROVINCIA";"TELEFONO";"BIOGRAFIA";"FOTO_PATH";"FOTO_NOMBRE";"EMAIL";"PUBLICADO";"COOR_X";"COOR_Y";"PAGINA_WEB";"PAGINA_WEB_TITULO";"RNUM";
"171";"220";"2";"VICECONSEJERO ";"";"";"Juan José Vázquez Casabona (Viceconsejero)";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976714000   ";"Nacido el 30 de abril de 1950 en Zaragoza, es diplomado en Ciencias de la Información, rama de Publicidad por la Escuela Oficial de Publicidad y ha realizado también estudios de Sociología y de Gestión Cultural.<p/>

Ha sido profesor de Sociología, técnico de investigación de mercados y técnico cultural del Ayuntamiento de Zaragoza desde 1981, director del Area de Cultura Turismo y Deportes de la Diputación Provincial de Zaragoza (1987-1991) así como investigador en departamentos de Psiquiatría y Psicología Clínica. <p/>

Ha sido concejal del Ayuntamiento de Zaragoza en el grupo PSOE-NI desde 1999 hasta 2001.<p/>

Fue director General de Renovación Pedagógica del Departamento de Educación y Ciencia del Gobierno de Aragón desde 2001 hasta 2003, momento en el que fue nombrado Viceconsejero de Educación, Cultura y Deporte, cargo que está ocupando en la actualidad.
";"/ficheros/app/organigrama/Juanjo-Vazquez_02_ficha.jpg";"Juanjo-Vazquez_02_ficha.jpg";"";"1";"";"";"";"";"19";
"172";"221";"1";"SECRETARIO GENERAL TÉCNICO";"";"";"José Antonio Jiménez Jiménez";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715475   ";"";"";"";"";"1";"";"";"";"";"20";
"173";"222";"1";"Jefe del Servicio de Régimen Económico y Asuntos Generales ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715504   ";"";"";"";"";"1";"";"";"";"";"21";
"174";"223";"1";"Jefe del Servicio de Régimen Jurídico y Coordinación Administrativa ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976716545   ";"";"";"";"";"1";"";"";"";"";"22";
"175";"224";"1";"Jefe de la Gerencia de Infraestructuras y Equipamiento ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976714423   ";"";"";"";"";"1";"";"";"";"";"23";
"176";"225";"1";"DIRECTORA GENERAL DE FORMACIÓN PROFESIONAL Y EDUCACIÓN PERMANENTE ";"";"";"Natividad Mendiara Callén";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715513   ";"";"";"";"";"1";"";"";"";"";"24";
"177";"226";"1";"Jefe de Servicio de Formación Profesional ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715443   ";"";"";"";"";"1";"";"";"";"";"25";
"178";"227";"1";"Jefe de Servicio de Educación Permanente y Formación del Profesorado";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976716929   ";"";"";"";"";"1";"";"";"";"";"26";
"179";"228";"1";"DIRECTORA GENERAL DE ADMINISTRACIÓN EDUCATIVA ";"";"";"Carmen Martínez Urtasun";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715375   ";"";"";"";"";"1";"";"";"";"";"27";
"180";"229";"1";"Jefe de Servicio de Centros Docentes ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715419   ";"";"";"";"";"1";"";"";"";"";"28";
"181";"230";"1";"Jefe de Servicio de Recursos y Promoción Educativa ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715444   ";"";"";"";"";"1";"";"";"";"";"29";
"183";"232";"1";"DIRECTOR GENERAL DE GESTIÓN DE PERSONAL ";"";"";"Carlos Iglesias Estaún";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715429   ";"";"";"";"";"1";"";"";"";"";"30";
"184";"233";"1";"Servicio de Personal de Administración y Servicios ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976714243   ";"";"";"";"";"1";"";"";"";"";"31";
"186";"235";"1";"Servicio de Relaciones Jurídicos y Control Presupuestario";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715446   ";"";"";"";"";"1";"";"";"";"";"32";
"534";"220";"0";"CONSEJERA";"2007-07-09 00:00:00";"2008-04-16 00:00:00";"Eva Almunia Badía (hasta el 16/04/2008)";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"33";
"536";"45";"0";"CONSEJERO";"";"";"Alfonso Vicente Barra";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"34";
"538";"4";"0";"VICEPRESIDENTE";"";"";"José Ángel Biel Rivera";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"35";
"539";"267";"0";"CONSEJERA";"2007-07-09 00:00:00";"2008-04-16 00:00:00";"María Victoria Broto Cosculluela (hasta el 16/04/2008)";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"36";
"540";"267";"1";"CONSEJERA";"2008-04-16 00:00:00";"2010-10-26 00:00:00";"María Pilar Ventura Contreras (desde el 16/04/2008)";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"37";
"792";"816";"1";"JEFE/A DEL SERVICIO DE ASUNTOS JURÍDICOS";"";"";"Pilar Rodríguez Jordá";"Edificio de la Vía Univérsitas";"Vía Univérsitas, 36";"50017";"Zaragoza";"Zaragoza";"976715127   ";"";"";"";"";"1";"";"";"";"";"38";
"800";"824";"1";"JEFE/A DEL SERVICIO DE CONSUMIDOR";"";"";"Carlos Peñasco Gil";"";"Vía Univérsitas, 36";"50071";"Zaragoza";"Zaragoza";"976715648   ";"";"";"";"";"1";"";"";"";"";"39";
"815";"846";"1";"JEFE/A DE SERVICIO DE METROLOGÍA, SEGURIDAD Y CALIDAD INDUSTRIAL";"";"";"Antonio Soldevilla Santamaría";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976715539   ";"";"";"";"";"1";"";"";"";"";"40";
"817";"847";"1";"JEFE/A DE SERVICIO DE APOYO A LA PEQUEÑA Y MEDIANA EMPRESA";"";"";"Francisco Javier Burillo Panivino";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714716   ";"";"";"";"";"1";"";"";"";"";"41";
"818";"848";"1";"DIRECTORA GENERAL DE ENERGÍA Y MINAS";"";"";"Ana Marina Sevilla Tello";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976715508   ";"Nacida en Zaragoza en 1978,  es licenciada en Derecho por la Universidad de Zaragoza, forma parte del personal del Instituto Aragonés del Agua. 
Trabajó en el Departamento de Política Territorial en la puesta en marcha del proceso de comarcalización de Aragón y de la empresa Aramón, Montañas de Aragón S.A. También fue miembro del Consejo Aragonés de la Juventud.
En el Departamento de Medio Ambiente contribuyó a la elaboración de distintas normas medioambientales hasta que en 2007 fue nombrada Directora General de Calidad Ambiental y Cambio Climático, coordinando actuaciones como el Plan de Gestión Integral de Residuos de Aragón, la Estrategia Aragonesa de Cambio Climático y Energías Limpias y el desarrollo de proyectos de participación público-privada relacionados con la gestión de residuos.
";"";"";"";"1";"";"";"";"";"42";
"819";"849";"1";"JEFE/A DEL SERVICIO DE GESTIÓN ENERGÉTICA";"";"";"Eduardo Pérez Lacosta";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714747   ";"";"";"";"";"1";"";"";"";"";"43";
"820";"850";"1";"JEFE/A DEL SERVICIO DE PLANIFICACIÓN ENERGÉTICA";"";"";"Sergio Breto Asensio";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976715906   ";"";"";"";"";"1";"";"";"";"";"44";
"823";"853";"1";"JEFE/A DEL SERVICIO DE ORDENACIÓN Y PROMOCIÓN COMERCIAL";"";"";"Olga Erruz González";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714727   ";"";"";"";"";"1";"";"";"";"";"45";
"187";"236";"1";"DIRECTOR GENERAL DE POLÍTICA EDUCATIVA ";"";"";"Manuel Pinos Quílez";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715416   ";"";"";"";"";"1";"";"";"";"";"46";
"188";"237";"1";"Jefe de Servicio de Planificación y Participación Educativa ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715524   ";"";"";"";"";"1";"";"";"";"";"47";
"189";"238";"1";"Jefe de Servicio de Innovación y Ordenación ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715507   ";"";"";"";"";"1";"";"";"";"";"48";
"190";"239";"1";"Jefe de Servicio de Equidad y Evaluación";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715418   ";"";"";"";"";"1";"";"";"";"";"49";
"191";"240";"1";"DIRECTOR GENERAL DE CULTURA ";"";"";"Ramón Miranda Torres";"";"Calle Alcalde Gómez Laguna, 25";"50071";"Zaragoza";"Zaragoza";"976715464   ";"";"";"";"";"1";"";"";"";"";"50";
"192";"241";"1";"Jefe de Servicio de Cooperación Cultural ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50071";"Zaragoza";"Zaragoza";"976456050   ";"";"";"";"";"1";"";"";"";"";"51";
"193";"242";"1";"Jefe de Servicio del Libro y las Bibliotecas ";"";"";"";"";"Calle Doctor Cerrada, 22";"50005";"Zaragoza";"Zaragoza";"976715046   ";"";"";"";"";"1";"";"";"";"";"52";
"194";"243";"1";"Jefe de Servicio de Fomento de las Artes y la Cultura ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50071";"Zaragoza";"Zaragoza";"976714919   ";"";"";"";"";"1";"";"";"";"";"53";
"195";"244";"1";"DIRECTOR GENERAL DE PATRIMONIO CULTURAL";"";"";"Jaime Vicente Redón";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976714915   ";"";"";"";"";"1";"";"";"";"";"54";
"196";"245";"1";"Jefe de Servicio de Investigación y Difusión del Patrimonio Cultural ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976715583   ";"";"";"";"";"1";"";"";"";"";"55";
"197";"246";"1";"Jefe de Servicio de Prevención y Protección del Patrimonio Cultural ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50071";"Zaragoza";"Zaragoza";"976715415   ";"";"";"";"";"1";"";"";"";"";"56";
"198";"247";"1";"Jefe de Servicio de Conservación y Restauración del Patrimonio Cultural ";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50071";"Zaragoza";"Zaragoza";"976714918   ";"";"";"";"";"1";"";"";"";"";"57";
"199";"248";"1";"Director General del Deporte";"";"";"Álvaro Burrel Bustos";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976714971   ";"";"";"";"";"1";"";"";"";"";"58";
"200";"249";"1";"Servicio de Deporte Federado y Tecnificación";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976714973   ";"";"";"";"";"1";"";"";"";"";"59";
"201";"250";"1";"Servicio de Extensión del Deporte";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976714980   ";"";"";"";"";"1";"";"";"";"";"60";
"202";"251";"1";"Director del Servicio Provincial del Departamento de Educación, Cultura y Deporte de Zaragoza ";"";"";"";"";"Avenida Juan Pablo II, 20";"50009";"Zaragoza";"Zaragoza";"976716400   ";"";"";"";"";"1";"";"";"";"";"61";
"203";"252";"1";"Director del Servicio Provincial del Departamento de Educación, Cultura y Deporte de Huesca";"";"";"";"";"Plaza Cervantes, 1";"22003";"Huesca";"Huesca";"974293255   ";"";"";"";"";"1";"";"";"";"";"62";
"204";"253";"1";"Director del Servicio Provincial del Departamento de Educación, Cultura y Deporte de Teruel ";"";"";"";"";"Calle San Vicente de Paúl, 3";"44002";"Teruel";"Teruel";"978641236   ";"";"";"";"";"1";"";"";"";"";"63";
"205";"258";"1";"DIRECTORA GERENTE DEL INSTITUTO ARAGONÉS DE EMPLEO";"";"";"Ana Bermúdez Odriozola";"";"Avenida Ramón Sainz de Varanda, 15";"50009";"Zaragoza";"Zaragoza";"976714552   ";"";"";"";"";"1";"";"";"";"";"64";
"206";"259";"1";"CONSEJERO ";"";"";"Alfredo Boné Pueyo";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"Nacido el 12 de enero de 1955 en Torre del Compte (Teruel). Tiene una hija.

<p>Es doctor en Ciencias de la Actividad Física y del Deporte por la Universidad de Zaragoza y licenciado en Educación Física por la Universidad Politécnica de Madrid. Desde el año 2003 ha sido consejero de Medio Ambiente.

<p>En su trayectoria profesional en la Administración, ha ocupado los cargos de director del Secretariado de Actividades Físico Deportivas de la Universidad de Zaragoza; director general de Deportes del Gobierno de Aragón; director general de Servicios Agrarios; director general de Servicios Agroambientales, director general de Administración Local y Secretario General Técnico del Departamento de Agricultura y Medio Ambiente. A lo largo de su actividad en la Administración, ha desempeñado responsabilidades en diferentes organismos y ha desarrollado diversos proyectos, entre los que destaca la Comarcalización de Aragón, la Ley del Deporte de Aragón o la implantación de las Oficinas Comarcales Agroambientales. También fue presidente de Aramon, Montañas de Aragón.

<p>Actualmente es consejero de Medio Ambiente en el Gobierno de Aragón y presidente de la Comisión del Agua de Aragón, así como secretario general del Partido Aragonés (PAR). Preside la Conferencia de Regiones de Europa sobre Medio Ambiente (ENCORE) desde 2006. ";"/server/ias/product/10.1.3/OracleAS_2/ohs/htdocs/organigrama/bone_ambiente.jpg";"bone_ambiente.jpg";"";"1";"";"";"";"";"65";
"673";"669";"1";"Jefe/a del Servicio de Acción Exterior";"";"";"María Castillo Pinilla";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976713191   ";"";"";"";"";"1";"";"";"";"";"66";
"208";"260";"1";"SECRETARIO GENERAL TÉCNICO";"";"";"";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976713142   ";"";"";"";"";"1";"";"";"";"";"67";
"209";"261";"1";"Jefe de Servicio de Gestión Económica y de Personal ";"";"";"";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976715632   ";"";"";"";"";"1";"";"";"";"";"68";
"210";"262";"1";"Jefe de Servicio de Asuntos Jurídicos y Coordinación Administrativa ";"";"";"";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714654   ";"";"";"";"";"1";"";"";"";"";"69";
"211";"263";"1";"DIRECTOR GERENTE DEL INSTITUTO ARAGONES DE ESTADISTICA";"";"";"José Mª Campo Olivar";"";"Camino de las Torres, 73";"50071";"Zaragoza";"Zaragoza";"976713183   ";"";"";"";"";"1";"";"";"";"";"70";
"675";"672";"1";"Jefe/a del Servicio de Cooperación";"";"";"María Cruz Obis Longarón";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza ";"Zaragoza ";"976714162   ";"";"";"";"";"1";"";"";"";"";"71";
"833";"861";"1";"DIRECTOR/A PROVINCIAL DEL INAEM EN HUESCA";"";"";"María Carmen Launa Zamora";"";"Avenida San Juan Bosco, 1";"22003";"Huesca";"Huesca";"974293412   ";"";"";"";"";"1";"";"";"";"";"72";
"834";"862";"1";"DIRECTOR/A DE LA DIRECCIÓN PROVINCIAL DEL INAEM EN TERUEL";"";"";"Patricia María Utrillas Martínez";"";"Calle Nicanor Villalta, 22";"44002";"Teruel";"Teruel";"978641491   ";"";"";"";"";"1";"";"";"";"";"73";
"835";"863";"1";"DIRECTOR/A DE LA DIRECCION PROVINCIAL DEL INAEM EN ZARAGOZA";"";"";"José Luis Algas Palaguerri";"";"Avenida de Ranillas, 101";"50018";"Zaragoza";"Zaragoza";"976714336   ";"";"";"";"";"1";"";"";"";"";"74";
"836";"748";"1";"DIRECTOR/A DE LA OFICINA DELEGADA DEL GOBIERNO DE ARAGON EN JACA";"";"";"";"";"Calle Levante, 10";"22700";"Jaca";"Huesca";"974356738   ";"";"";"";"";"1";"";"";"";"";"75";
"837";"749";"1";"DIRECTOR/A DE LA OFICINA DELEGADA DEL GOBIERNO DE ARAGON EN FRAGA";"";"";"";"";"Calle San Quintín, 1-3";"22520";"Fraga";"Huesca";"974474730   ";"";"";"";"";"1";"";"";"";"";"76";
"838";"750";"1";"DIRECTOR/A DE LA OFICINA DELEGADA DEL GOBIERNO DE ARAGON EN BARBASTRO";"";"";"";"";"Vía Univérsitas, 36";"22500";"Barbastro";"Huesca";"974316770   ";"";"";"";"";"1";"";"";"";"";"77";
"839";"753";"1";"DIRECTOR/A DE LA OFICINA DELEGADA DEL GOBIERNO DE ARAGON EN ALCAÑIZ";"";"";"";"";"Avenida Bartolomé Esteban, 58";"44600";"Alcañiz";"Teruel";"978834545   ";"";"";"";"";"1";"";"";"";"";"78";
"840";"754";"1";"DIRECTOR/A DE LA OFICINA DELEGADA DEL GOBIERNO DE ARAGON EN CALAMOCHA";"";"";"";"";"Calle Melchor de Luzón, 6";"44200";"Calamocha";"Teruel";"978730594   ";"";"";"";"";"1";"";"";"";"";"79";
"847";"870";"1";"JEFE/A DE SERVICIO DE PLANIFICACIÓN Y ORDENACIÓN DE SERVICIOS SANITARIOS";"";"";"Gloria Fernández-Velilla Herranz";"";"Vía Univérsitas, 36";"50017";"Zaragoza";"Zaragoza";"976715816   ";"";"";"";"";"1";"";"";"";"";"80";
"214";"269";"1";"SECRETARIA GENERAL TÉCNICA";"";"";"Rosa María Bernal Delgado";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976715933   ";"";"";"";"";"1";"";"";"";"";"81";
"215";"272";"1";"DIRECTOR GENERAL DE ENSEÑANZA SUPERIOR ";"";"";"Jesús Jiménez Sánchez";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714935   ";"";"";"";"";"1";"";"";"";"";"82";
"216";"274";"1";"DIRECTOR GENERAL DE INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO";"";"";"José Luis Serrano Ostáriz";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976715941   ";"";"";"";"";"1";"";"";"";"";"83";
"217";"277";"1";"DIRECTOR GENERAL DE TECNOLOGÍAS PARA LA SOCIEDAD DE LA INFORMACIÓN";"";"";"Miguel Ángel Pérez Costero";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976716288   ";"";"";"";"";"1";"";"";"";"";"84";
"218";"280";"1";"DIRECTOR GERENTE DEL INSTITUTO TECNOLÓGICO DE ARAGÓN";"";"";"Manuel Muniesa Alfonso";"";"Calle María de Luna, 7";"50018";"Zaragoza";"Zaragoza";"976716250   ";"";"";"";"";"1";"";"";"";"";"85";
"219";"281";"1";"GERENTE DE ARAGONESA DE SERVICIOS TELEMÁTICOS";"";"";"Fernando García Mongay";"";"Paseo María Agustín, 25-27-29";"50071";"Zaragoza";"Zaragoza";"976716523   ";"";"";"";"";"1";"";"";"";"";"86";
"220";"282";"1";"DIRECTOR DE LA AGENCIA DE CALIDAD Y PROSPECTIVA UNIVERSITARIA DE ARAGON";"";"";"José Miguel Múgica Grijalba";"";"Calle Mariano Barbasán, 5";"50006";"Zaragoza";"Zaragoza";"976467370   ";"";"";"";"";"1";"";"";"";"";"87";
"221";"268";"1";"DIRECTORA GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO ";"";"";"Ana Marina Sevilla Tello";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714835   ";"";"";"";"";"1";"";"";"";"";"88";
"222";"283";"1";"Jefe de Servicio de Planificación Ambiental ";"";"";"";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714121   ";"";"";"";"";"1";"";"";"";"";"89";
"223";"284";"1";"DIRECTOR GERENTE DEL CENTRO DE INVESTIGACIÓN Y TECNOLOGÍA AGROALIMENTARIA";"";"";"José González Bonillo";"";"Avenida de Montañana, 930";"50059";"Montañana";"Zaragoza";"976716550   ";"";"";"";"";"1";"";"";"";"";"90";
"224";"285";"1";"Jefe de Servicio de Control Ambiental ";"";"";"";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714825   ";"";"";"";"";"1";"";"";"";"";"91";
